Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi,SSD,HDD
Asus,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12.0,Nvidia GeForce GT 940MX,Windows 10,2.26,58554.72,1,0,165.6321180513006,512,2000
Acer,Notebook,AMD A9-Series 9420 3GHz,4.0,AMD Radeon R5,Windows 10,2.1,22697.28,0,0,100.45466986113651,128,0
Asus,Gaming,AMD Ryzen 1700 3GHz,16.0,AMD Radeon RX 580,Windows 10,3.25,117162.72,0,1,157.3505121487356,256,1000
Lenovo,Notebook,AMD A8-Series 7410 2.2GHz,4.0,AMD Radeon R5,Windows 10,2.6,26053.92,0,0,106.11306214269258,128,0
Dell,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.62,46300.8528,1,0,165.6321180513006,256,0
HP,Notebook,AMD A9-Series 9420 3GHz,4.0,AMD Radeon R5,Windows 10,1.91,26053.3872,0,0,141.21199808219862,256,0
Lenovo,Netbook,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.59,29463.84,0,1,111.93520355955211,128,0
Dell,Notebook,Intel Celeron Dual Core N3060 1.60GHz,4.0,Intel HD Graphics 400,Windows 10,1.8,16463.52,0,0,100.45466986113651,0,500
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.5,15238.08,0,0,100.45466986113651,0,0
Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,0,0,141.21199808219862,0,1000
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,0,1,157.3505121487356,128,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,1.85,21498.48,0,0,141.21199808219862,128,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,0,1,157.3505121487356,128,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,0,1,157.3505121487356,256,0
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,165.6321180513006,512,0
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.13,121584.96,0,1,209.8006828649808,512,0
Lenovo,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,157.3505121487356,128,0
Dell,Workstation,Intel Core i5 6440HQ 2.6GHz,8.0,AMD FirePro W5130M,Windows 10,2.23,72940.32,0,0,141.21199808219862,0,500
Dell,Workstation,Intel Core i7 6820HQ 2.7GHz,8.0,Nvidia Quadro M1200,Windows 10,2.0,113752.8,0,1,157.3505121487356,256,0
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.42,133679.52,1,0,209.8006828649808,512,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92,0,0,141.21199808219862,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48,0,0,141.21199808219862,256,1000
Acer,Notebook,Intel Core i5 8250U 1.6GHz,12.0,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,111.93520355955211,0,1000
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M445,Linux,2.33,41498.1936,0,0,141.21199808219862,256,0
HP,Ultrabook,AMD A9-Series 9420 3GHz,4.0,AMD Radeon 520,Windows 10,1.91,26586.72,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon RX 550,Windows 10,2.1,65510.9568,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,157.3505121487356,256,0
Dell,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,1.78,144495.36,1,0,282.42399616439724,256,0
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,209.8006828649808,1000,0
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,2.2,16303.68,0,0,100.45466986113651,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,0,0,141.21199808219862,256,1000
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon RX 550,Windows 10,2.1,60978.96,0,1,157.3505121487356,256,1000
Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,141.21199808219862,256,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,0,0,141.21199808219862,256,1000
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.1,99793.44,0,0,141.21199808219862,512,0
Toshiba,Ultrabook,Intel Core i7 6500U 2.5GHz,16.0,Intel HD Graphics 520,Windows 10,1.2,93080.16,0,0,141.21199808219862,512,0
Dell,Ultrabook,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics,Windows 10,1.36,89510.4,0,0,141.21199808219862,512,0
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,2.2,21791.52,0,0,141.21199808219862,0,500
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows 10,1.15,16221.096,0,0,100.45466986113651,0,0
Lenovo,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,2.67,102564.0,0,0,141.21199808219862,512,0
Lenovo,Ultrabook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,209.8006828649808,512,0
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,141.21199808219862,0,1000
Acer,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1,1,165.6321180513006,256,0
Asus,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.27,49443.84,1,1,165.6321180513006,256,0
Dell,Notebook,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon R5 M430,Linux,2.3,31909.392,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.65,36709.92,0,0,100.45466986113651,128,0
HP,Ultrabook,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows 10,1.43,79920.0,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,100.45466986113651,0,1000
Lenovo,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon RX 550,Windows 10,1.75,64755.4464,0,1,157.3505121487356,256,0
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,352.4651472131677,512,0
Chuwi,Notebook,Intel Celeron Quad Core N3450 1.1GHz,6.0,Intel HD Graphics 500,Windows 10,1.4,23922.72,0,1,267.3384360344031,0,0
HP,Notebook,Intel Core i7 7820HQ 2.9GHz,8.0,Intel HD Graphics 630,Windows 10,2.31,76030.56,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Core i3 7100U 2.4GHz,8.0,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,141.21199808219862,0,1000
Dell,Gaming,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,209.8006828649808,256,1000
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.02,60867.072,0,0,141.21199808219862,256,2000
Dell,Ultrabook,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics 620,Linux,1.6,58554.72,0,0,141.21199808219862,256,0
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,0,0,141.21199808219862,256,1000
Mediacom,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.16,15930.72,1,1,165.6321180513006,32,0
Samsung,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,1.15,14332.32,0,0,100.45466986113651,0,0
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.4,53812.8,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i3 7130U 2.7GHz,4.0,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,157.3505121487356,128,0
Lenovo,Workstation,Intel Core i7 7600U 2.8GHz,16.0,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,0,1,282.42399616439724,512,0
Lenovo,Notebook,Intel Core i7 7820HQ 2.9GHz,16.0,Nvidia Quadro M2200M,Windows 10,2.5,130482.72,0,0,141.21199808219862,512,0
Asus,Gaming,AMD Ryzen 1600 3.2GHz,8.0,AMD Radeon RX 580,Windows 10,3.2,90309.6,0,0,141.21199808219862,256,1000
HP,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Windows 10,2.1,18488.16,0,0,100.45466986113651,0,500
Google,Ultrabook,Intel Core i7 7Y75 1.3GHz,16.0,Intel HD Graphics 615,Chrome OS,1.1,117162.72,1,0,234.50740003017813,512,0
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,24.0,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,122.3837316712388,512,0
Asus,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Linux,2.0,29783.52,0,0,141.21199808219862,256,0
Lenovo,Notebook,AMD A6-Series 9220 2.5GHz,8.0,AMD Radeon R4,Windows 10,2.8,27652.32,0,0,106.11306214269258,0,1000
Dell,Notebook,Intel Core i5 8250U 1.6GHz,4.0,AMD Radeon 530,Windows 10,2.2,39906.72,0,0,141.21199808219862,256,0
Lenovo,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.36,76137.12,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,141.21199808219862,128,0
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,0,0,141.21199808219862,256,0
Acer,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Linux,2.4,23539.104,0,0,100.45466986113651,0,500
Dell,Workstation,Intel Xeon E3-1505M V6 3GHz,8.0,Nvidia Quadro M620,Windows 10,2.23,106187.04,0,0,141.21199808219862,0,1000
MSI,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,141.21199808219862,256,0
Microsoft,Ultrabook,Intel Core i7 7660U 2.5GHz,16.0,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92,1,0,200.84255993695703,512,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,100.45466986113651,128,0
Dell,Workstation,Intel Core i7 6820HQ 2.7GHz,16.0,Nvidia Quadro M620,Windows 10,2.17,105228.0,0,1,157.3505121487356,256,0
HP,Workstation,Intel Core i7 7820HQ 2.9GHz,8.0,Intel HD Graphics 620,Windows 10,2.31,81731.52,0,1,157.3505121487356,512,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.65,71661.6,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,141.21199808219862,128,1000
Dell,2 in 1 Convertible,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows 10,1.47,25521.12,1,0,100.45466986113651,0,500
Dell,Notebook,Intel Core i7 7700HQ 2.7GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,157.3505121487356,0,1000
Microsoft,Ultrabook,Intel Core M m3-7Y30 2.2GHz,4.0,Intel HD Graphics 615,Windows 10 S,1.252,52693.92,1,0,200.84255993695703,128,0
Microsoft,Ultrabook,Intel Core i7 7660U 2.5GHz,8.0,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72,1,0,200.84255993695703,256,0
HP,Notebook,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows 10,2.5,34093.872,0,0,106.11306214269258,256,0
Acer,Notebook,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,141.21199808219862,0,1000
Acer,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Windows 10,1.4,23176.8,0,0,100.45466986113651,128,0
Asus,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.37,39906.72,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M460,No OS,1.5,42570.72,0,1,157.3505121487356,512,0
Lenovo,Notebook,Intel Core i7 7820HQ 2.9GHz,8.0,Nvidia Quadro M2200M,Windows 10,2.67,111355.2,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,2.0,16197.12,0,0,100.45466986113651,0,500
Acer,Notebook,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32,0,0,100.45466986113651,0,500
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows 10,2.02,40439.52,0,0,141.21199808219862,0,2000
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,0,1,157.3505121487356,0,1000
Lenovo,Ultrabook,Intel Core i7 6600U 2.6GHz,12.0,Intel HD Graphics 520,Windows 10,1.4,98994.24,0,1,209.8006828649808,256,0
HP,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.29,106506.72,1,1,352.4651472131677,512,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,AMD FirePro W4190M ,Windows 10,1.9,61485.12,0,0,141.21199808219862,0,500
Google,Ultrabook,Intel Core i5 7Y57 1.2GHz,8.0,Intel HD Graphics 615,Chrome OS,1.1,67932.0,1,0,234.50740003017813,128,0
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1,0,165.6321180513006,256,0
Asus,Notebook,Intel Core i7 6700HQ 2.6GHz,12.0,Intel HD Graphics 530,Windows 10,2.06,69210.72,0,1,282.42399616439724,128,1000
Dell,Notebook,Intel Core i3 6100U 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,1.79,39427.2,0,0,100.45466986113651,128,0
Dell,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,1.78,128298.24,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.7,72673.92,0,0,141.21199808219862,180,0
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.05,89084.16,0,1,157.3505121487356,256,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.16,67239.36,0,1,157.3505121487356,512,0
Dell,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,2.18,31254.048,0,0,100.45466986113651,0,1000
HP,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows 10,1.49,38681.28,0,1,157.3505121487356,128,0
Chuwi,Notebook,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows 10,1.89,13261.392,0,0,141.21199808219862,0,0
Lenovo,Notebook,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Windows 10,2.3,30103.2,0,0,100.45466986113651,128,0
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.75,55890.72,0,1,157.3505121487356,256,0
Dell,Workstation,Intel Core i7 6820HQ 2.7GHz,16.0,Nvidia Quadro M620,Windows 10,2.17,124568.64,0,1,157.3505121487356,512,0
Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,0,0,141.21199808219862,512,0
Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,1.36,95797.44,0,1,157.3505121487356,512,0
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows 10,0.91,103896.0,0,0,141.21199808219862,512,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.3,53918.8272,0,1,157.3505121487356,256,0
Toshiba,Ultrabook,Intel Core i7 7500U 2.7GHz,32.0,Intel HD Graphics 620,Windows 10,1.05,149130.72,1,0,165.6321180513006,512,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0,0,0,141.21199808219862,128,1000
Acer,Notebook,AMD A10-Series 9620P 2.5GHz,8.0,AMD Radeon RX 540,Windows 10,2.2,30849.12,0,0,100.45466986113651,0,1000
Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,24.0,Nvidia GeForce GTX 965M,Windows 10,4.33,67612.32,1,1,165.6321180513006,256,1000
Lenovo,Ultrabook,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,1.3,58554.72,0,1,111.93520355955211,180,0
Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,2.17,47893.392,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics 620,Windows 10,1.48,93186.72,0,0,141.21199808219862,1000,0
Lenovo,Notebook,Intel Core i3 7100U 2.4GHz,8.0,Intel HD Graphics 620,Windows 10,1.4,50562.72,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.3,48538.08,0,1,157.3505121487356,256,0
Asus,Netbook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10 S,1.2,18115.2,0,0,100.45466986113651,0,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon 520,Windows 10,1.91,32979.7872,0,0,100.45466986113651,256,0
Lenovo,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.4,85194.72,1,1,165.6321180513006,256,0
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,2.1,15930.72,0,0,100.45466986113651,0,500
Lenovo,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,1.25,14119.2,0,0,100.45466986113651,16,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.44,50562.72,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,65214.72,0,0,141.21199808219862,256,1000
Acer,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Nvidia GeForce MX150,Windows 10,2.2,32660.64,0,1,157.3505121487356,0,1000
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.34,70489.44,0,1,157.3505121487356,512,0
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,No OS,2.4,61218.72,0,1,157.3505121487356,256,1000
Dell,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.29,47898.72,1,1,165.6321180513006,128,0
Acer,Notebook,Intel Core i7 7500U 2.7GHz,4.0,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,0,0,141.21199808219862,0,500
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.18,44542.08,0,0,141.21199808219862,0,1000
Dell,Notebook,Intel Core i7 8550U 1.8GHz,16.0,AMD Radeon 530,Windows 10,2.2,64961.1072,0,0,141.21199808219862,256,2000
Xiaomi,Notebook,Intel Core i7 8550U 1.8GHz,16.0,Nvidia GeForce MX150,No OS,1.95,74589.336,0,1,157.3505121487356,256,0
Asus,Netbook,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows 10,1.1,13053.6,0,0,100.45466986113651,0,0
HP,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows 10,2.04,27783.9216,1,0,100.45466986113651,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,24.0,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04,0,0,141.21199808219862,512,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,0,0,141.21199808219862,256,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,80133.12,0,0,141.21199808219862,256,1000
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,0,1,157.3505121487356,256,1000
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.32,74538.72,0,1,157.3505121487356,256,0
Dell,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,1.64,68184.0144,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.63,36709.92,0,0,100.45466986113651,128,0
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Linux,2.8,47365.92,0,1,157.3505121487356,128,1000
Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows 7,2.02,71395.2,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,4.0,Nvidia GeForce 920MX,Windows 10,2.2,42570.72,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,8.0,Nvidia GeForce 920MX ,No OS,2.2,24455.52,0,0,100.45466986113651,0,2000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon R5 M430,Windows 10,2.3,31168.8,0,0,141.21199808219862,0,500
Dell,Notebook,Intel Core i5 7440HQ 2.8GHz,8.0,Intel HD Graphics 620,Windows 10,1.9,73366.56,0,0,141.21199808219862,256,0
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856,0,1,157.3505121487356,128,1000
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,45820.8,0,1,157.3505121487356,0,500
Asus,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce GTX 960M,Windows 10,2.0,69210.72,0,1,282.42399616439724,256,1000
Mediacom,Notebook,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.2,19660.32,0,1,157.3505121487356,32,0
Asus,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i7 7600U 2.8GHz,8.0,Nvidia GeForce 930MX,Windows 10,1.93,72940.32,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows 10,2.2,42486.0048,0,0,141.21199808219862,256,0
HP,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows 10,1.86,21258.1872,0,0,141.21199808219862,256,0
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows 10,1.87,45767.52,0,1,157.3505121487356,256,0
Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.2,74538.72,1,0,276.053530085501,256,0
Dell,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.6,39207.1536,0,0,141.21199808219862,128,0
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.34,61005.6,0,1,276.053530085501,256,0
Acer,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Linux,2.4,42517.44,0,0,141.21199808219862,0,1000
Asus,Notebook,AMD E-Series 7110 1.8GHz,4.0,AMD Radeon R2 Graphics,Windows 10,2.0,18594.72,0,0,100.45466986113651,0,500
HP,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,2.1,37589.04,0,0,141.21199808219862,128,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows 10,1.87,41824.8,0,0,141.21199808219862,0,500
Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,No OS,2.15,24634.008,0,0,141.21199808219862,0,1000
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.86,21152.16,0,0,141.21199808219862,0,500
